,0,totals
Num Programming Practice,1100,1100
Num Programming Theory,1100,1100
Num Compute Cycles Practice,14476000,14476000
Num Compute Cycles Theory,14476000,14476000
SRAM Input Reads,115150000,115150000
SRAM Filter Reads,70000,70000
SRAM Output Writes,1052800,1052800
DRAM Input Reads,612612000,612612000
DRAM Filter Reads,35200,35200
DRAM Output Writes,1052800,1052800
Accumulator Dumps,10,10
SRAM DRAM Input  Misses (Batch),8800,8800
SRAM DRAM Filter Misses (Batch),550,550
