,0,totals
Num Programming Practice,56,56
Num Programming Theory,56,56
Num Compute Cycles Practice,92120,92120
Num Compute Cycles Theory,92120,92120
SRAM Input Reads,2878750,2878750
SRAM Filter Reads,35000,35000
SRAM Output Writes,65800,65800
DRAM Input Reads,69615,69615
DRAM Filter Reads,57344,57344
DRAM Output Writes,65800,65800
Accumulator Dumps,1,1
SRAM DRAM Input  Misses (Batch),1,1
SRAM DRAM Filter Misses (Batch),56,56
