,0,totals
Num Programming Practice,220,220
Num Programming Theory,220,220
Num Compute Cycles Practice,361900,361900
Num Compute Cycles Theory,361900,361900
SRAM Input Reads,2878750,2878750
SRAM Filter Reads,35000,35000
SRAM Output Writes,65800,65800
DRAM Input Reads,69615,69615
DRAM Filter Reads,56320,56320
DRAM Output Writes,65800,65800
Accumulator Dumps,1,1
SRAM DRAM Input  Misses (Batch),1,1
SRAM DRAM Filter Misses (Batch),220,220
