,0,totals
Num Programming Practice,160,160
Num Programming Theory,160,160
Num Compute Cycles Practice,1936000,1936000
Num Compute Cycles Theory,1936000,1936000
SRAM Input Reads,28459200,28459200
SRAM Filter Reads,9408,9408
SRAM Output Writes,774400,774400
DRAM Input Reads,150528,150528
DRAM Filter Reads,10240,10240
DRAM Output Writes,774400,774400
Accumulator Dumps,4,4
SRAM DRAM Input  Misses (Batch),1,1
SRAM DRAM Filter Misses (Batch),160,160
