,0,totals
Num Programming Practice,296,296
Num Programming Theory,296,296
Num Compute Cycles Practice,3581600,3581600
Num Compute Cycles Theory,3581600,3581600
SRAM Input Reads,14229600,14229600
SRAM Filter Reads,9408,9408
SRAM Output Writes,774400,774400
DRAM Input Reads,150528,150528
DRAM Filter Reads,9472,9472
DRAM Output Writes,774400,774400
Accumulator Dumps,2,2
SRAM DRAM Input  Misses (Batch),1,1
SRAM DRAM Filter Misses (Batch),296,296
