,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name,filler name
Power Loss Tx Waveguides,-0.07539822368615504,-0.11309733552923255,-0.18849555921538758,-0.33929200658769765,-0.6408849013323179,-1.2440706908215582,-2.4504422698000385,-0.11309733552923255,-0.15079644737231007,-0.2261946710584651,-0.37699111843077515,-0.6785840131753953,-1.2817698026646358,-2.4881413816431164,-0.18849555921538758,-0.2261946710584651,-0.30159289474462014,-0.4523893421169302,-0.7539822368615503,-1.3571680263507906,-2.5635396053292716,-0.33929200658769765,-0.37699111843077515,-0.4523893421169302,-0.6031857894892403,-0.9047786842338604,-1.5079644737231006,-2.714336052701581,-0.6408849013323179,-0.6785840131753953,-0.7539822368615503,-0.9047786842338604,-1.2063715789784806,-1.8095573684677209,-3.015928947446201,-1.2440706908215582,-1.2817698026646358,-1.3571680263507906,-1.5079644737231006,-1.8095573684677209,-2.412743157956961,-3.6191147369354417,-2.4504422698000385,-2.4881413816431164,-2.5635396053292716,-2.714336052701581,-3.015928947446201,-3.6191147369354417,-4.825486315913922
Power Loss Grating Coupler,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
Power Loss Waveguide Power Combining,-6.020599913279624,-6.020599913279624,-6.020599913279624,-6.020599913279624,-6.020599913279624,-6.020599913279624,-6.020599913279624,-9.030899869919436,-9.030899869919436,-9.030899869919436,-9.030899869919436,-9.030899869919436,-9.030899869919436,-9.030899869919436,-12.041199826559248,-12.041199826559248,-12.041199826559248,-12.041199826559248,-12.041199826559248,-12.041199826559248,-12.041199826559248,-15.051499783199061,-15.051499783199061,-15.051499783199061,-15.051499783199061,-15.051499783199061,-15.051499783199061,-15.051499783199061,-18.06179973983887,-18.06179973983887,-18.06179973983887,-18.06179973983887,-18.06179973983887,-18.06179973983887,-18.06179973983887,-21.072099696478684,-21.072099696478684,-21.072099696478684,-21.072099696478684,-21.072099696478684,-21.072099696478684,-21.072099696478684,-24.082399653118497,-24.082399653118497,-24.082399653118497,-24.082399653118497,-24.082399653118497,-24.082399653118497,-24.082399653118497
PCM OMA Actual Loss,2.2737099376302954,4.706899947463715,10.085670714175077,23.153381366550388,61.01037724451769,211.81284081567878,1276.4959420824212,5.161013163821467,10.684024460467798,22.893104551443418,52.55503529367742,138.4852812038278,480.78641942140615,2897.4726510269807,13.295503381822307,27.52356540017842,58.97589084209051,135.38923992232034,356.75776560406365,1238.574144736026,7464.301331473894,44.11785868198399,91.33018388830526,195.69699191478415,449.25590121849694,1183.8129203997976,4109.903740788921,24768.448538168457,242.88668659216393,502.8096651377624,1077.3912280027703,2473.3357542463177,6517.369753902341,22626.685238932572,136360.34425036435,3680.885303092463,7619.951231687407,16327.587125000055,37482.76760308888,98769.06337908944,342901.5987752905,2066505.9667045102,422687.53286972916,875022.7517286784,1874947.7235228256,4304263.03964656,11341959.416254193,39376459.4299212,237303321.5658876
MRM Tx OMA Actual Loss,46.40651704571676,96.06802918410564,205.84897051672885,472.56150367739195,1245.2244082260265,4323.109137684898,26053.336757974885,105.33649934681901,218.061396062813,467.2492427522121,1072.6505174781232,2826.4905106868036,9812.871377728252,59137.54069682266,271.361792508577,561.7571466629022,1203.7004537624614,2763.3001757515303,7281.441250132228,25279.35125268487,152346.70933198553,900.4473820789153,1864.0529582319277,3994.183972540474,9169.332153033396,24161.672322516646,83883.31107966868,505525.09370672767,4957.327658630161,10262.366764463142,21989.601030343005,50480.888498397144,133019.79534510258,461811.61319237994,2783120.4566091276,75127.02642242817,155523.5304505802,333246.7513518619,765024.8894572133,2015880.8067084562,6998636.292698685,42177475.13954942,8627070.619031845,17859251.776771516,38267763.20561503,87850192.6797161,231489876.6422205,803675220.6128305,4843370939.71183
Crossbar Junctions Actual Loss,3.470114980270757,10.653271587974823,37.192472371559006,146.95156412704205,670.1348903803566,3823.0046310501775,33595.218609827854,11.68108001380608,31.877833178524043,100.17093065542849,366.533566542924,1593.384573633021,8851.28299278458,76757.28008286998,49.02922732738066,120.43194730954872,336.4486419438219,1108.3744426158046,4464.519734238,23666.196879645213,200229.94858942914,280.01043288733587,636.9623357027573,1602.0885002352343,4694.696545098535,17043.03592505002,83883.31107966868,679854.0419275954,2667.8550509850165,5785.229714953642,13482.634052180787,35607.94901621339,115224.0316305377,513200.02613481437,3891100.6668993444,66436.20616151701,140283.38159811118,311981.23512594926,765024.8894572133,2240199.3651391375,8963956.83599888,62391185.135390386,11124422.414725123,23180328.00396443,50295489.104365036,118145091.74903932,323647656.44403297,1188839524.2265913,7624591945.613056
Crossbar Waveguides Actual Loss,0.4249005449186593,1.3175865252855405,4.692452907891538,19.283675069557017,94.93235129529113,625.9481283307246,7116.034148395915,1.4447048965076565,3.9821604550626124,12.763876559874108,48.5679561014809,227.84660587064658,1461.8825572315577,16378.970386591995,6.185857666186628,15.34555483578348,43.72149648453299,149.7293606497245,650.3997585671713,3976.7219341551345,43356.91742689135,36.7442853430081,84.40143436381675,216.42477273147213,658.8261368785572,2575.7017415217765,14582.579309623787,151519.6435839234,377.9324976815895,827.2610244548424,1964.175869833983,5381.403682795458,18701.8892374606,95302.02205710342,917030.0953537901,10877.731761672541,23169.27713133941,52423.40487065077,132994.70396144083,416008.4147242721,1884676.8660931361,16326837.421061173,2356340.3680667565,4946369.979740253,10890765.259669017,26331096.219195325,76275241.03261136,311101473.54404515,2397157917.8095245
Splitting Tree Actual Loss,6.784049059071258,14.043937457129536,30.09253017995443,69.08254763480049,182.03614519564644,631.9841768965621,3808.670117270082,29.442808666870654,60.950762572517455,130.60173956226146,299.81862078542576,790.0378294410274,2742.8146581538094,16529.64837983679,138.93719286200258,287.619566137134,616.2944331493873,1414.809232739945,3728.09671520351,12943.023658386144,78001.48996908068,779.9829894875547,1614.6746915606407,3459.830765760794,7942.633014063834,20929.255594730133,72661.16493445523,437894.519655334,6349.418557472868,13144.1910773113,28164.606107974185,64656.66833045503,170373.72052764855,591495.1418947426,3564661.8282559463,118267.40666540527,244830.1962387695,524607.866687638,1204327.044728901,3173465.0831967336,11017480.711638518,66397152.156683065,14293756.749716949,29590090.53037867,63403920.377113424,145554538.734093,383543862.43765473,1331568804.3485692,8024736219.054861
Tx Waveguides Actual Loss,1.3270037528452097,4.102845649985133,14.52632149171477,59.003031767345654,283.84021667838823,1789.0320451645657,18664.998860833897,4.498680797349612,12.36369866018345,39.39733517154049,148.1742281810439,679.2977405683569,4166.671638888871,42850.03352437325,19.149421192889758,47.366014895444806,134.16636926316826,454.1651574410143,1928.062683296408,11272.062001326041,112844.24979769357,112.42795927341479,257.497296532317,656.4683810523279,1975.4909542521004,7549.393253241318,40883.15850888297,390329.8404168975,1129.9882555112463,2466.3810225528377,5822.656217463909,15772.91811429267,53600.726618391986,261452.56793654384,2314968.0890660486,31089.813707461737,66037.29515695765,148594.71690673678,372858.83707206976,1141281.8528414913,4956266.246169204,39620333.95865471,6180562.00525922,12940503.2461216,28345193.994070556,67831552.0162099,192550658.77439284,754949899.9080201,5397911587.722055
Grating Coupler Actual Loss,28.453544295793403,58.902845932321874,126.21358321442521,289.74485769154387,763.4929340367852,2650.657389855114,15974.260054163715,64.58568625557223,133.70147098010827,286.48771492005534,657.6815274221598,1733.0254039155402,6016.632753112091,36259.403654526934,166.38190656976587,344.4339906031946,738.033068636811,1694.2810828889144,4464.519734238,15499.701042605575,93409.37692060877,552.0974445630884,1142.9195034073837,2448.9812600301148,5622.055159238868,14814.41093741006,51431.94661930496,309956.0484629627,3039.5201170697223,6292.2349252082295,13482.634052180787,30951.691452412593,81559.33433531804,283153.70402256906,1706433.6268684838,46063.14608820876,95357.20291945926,204325.85345024572,469064.92805980553,1236010.7476329755,4291121.601913652,25860562.98915157,5289574.646589792,10950164.844724055,23463374.646264244,53864187.78948205,141934966.8620544,492762869.20242655,2969649056.7970514
Waveguide Power Combining Actual Loss,57.82572258967423,119.70739368059417,256.5020221781339,588.8442433912489,1551.6355412114576,5386.892308129511,32464.255449678705,153.13263826921667,317.0061383359948,679.262266314346,1559.362658725243,4109.002592912221,14265.434036501312,85971.03267919732,422.66939898708756,874.9852120364561,1874.867285659544,4304.0783807797725,11341.472830431352,39374.770125083385,237293.14092357195,1449.2752840918856,3000.204047866436,6428.662270253046,14758.093282851809,38888.351741891645,135010.6757097556,813645.5703895708,8107.538709925427,16783.747520398545,35963.23540546154,82559.75513332877,217549.29555025313,755276.9936706052,4551697.686769191,123842.80536628023,256372.0571498356,549339.093158799,1261101.8031338656,3323069.5566607034,11536870.198383326,69527267.26036069,14277244.559182849,29555907.96932672,63330675.97872273,145386393.69575465,383100791.421011,1330030572.0845351,8015466019.781492
Compute Portion,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374047,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046,0.9236641221374046
Program Portion,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259544,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542,0.07633587786259542
Total Time,0.00077552,0.00038776,0.00019388,9.694e-05,4.847e-05,4.847e-05,4.847e-05,0.00039823999999999995,0.00019911999999999998,9.955999999999999e-05,4.9779999999999994e-05,2.4889999999999997e-05,2.4889999999999997e-05,2.4889999999999997e-05,0.0002096,0.0001048,5.24e-05,2.62e-05,1.31e-05,1.31e-05,1.31e-05,0.0001048,5.24e-05,2.62e-05,1.31e-05,6.55e-06,6.55e-06,6.55e-06,6.288e-05,3.144e-05,1.572e-05,7.86e-06,3.93e-06,3.93e-06,3.93e-06,4.1920000000000005e-05,2.0960000000000003e-05,1.0480000000000001e-05,5.240000000000001e-06,2.6200000000000003e-06,2.6200000000000003e-06,2.6200000000000003e-06,2.0960000000000003e-05,1.0480000000000001e-05,5.240000000000001e-06,2.6200000000000003e-06,1.3100000000000002e-06,1.3100000000000002e-06,1.3100000000000002e-06
Total Electronics Area,0.8956672,1.1066672000000002,1.5562672,2.4278672,4.1710671999999995,7.657467200000001,14.6302672,0.9214672,1.1324672000000002,1.5820671999999998,2.4536672000000004,4.1968672,7.6832672,14.656067200000003,1.0006671999999999,1.2116671999999997,1.6336671999999999,2.5052672,4.2484672,7.7348672,14.707667200000001,1.1314672000000001,1.3424672,1.7644672,2.6360672,4.3792672,7.8656672,14.8384672,1.3930672,1.6040671999999998,2.0260672,2.8976672,4.6408672,8.1272672,15.1000672,1.9162672,2.1272672000000004,2.5492672,3.4208672,5.1640672,8.6504672,15.6232672,2.9626672,3.1736672,3.5956672000000003,4.4672672,6.2104672,9.6968672,16.6696672
Total Photonics Area,0.008190000000000001,0.01499,0.02859,0.05579,0.11019000000000001,0.21899000000000002,0.43659000000000003,0.01511,0.028310000000000002,0.05471,0.10751000000000001,0.21311000000000002,0.42431,0.8467100000000001,0.02895,0.05495,0.10695,0.21095000000000003,0.41895000000000004,0.83495,1.66695,0.05663,0.10823,0.21143,0.41783000000000003,0.8306300000000001,1.65623,3.30743,0.11199,0.21479000000000004,0.42039000000000004,0.83159,1.6539899999999998,3.2987900000000003,6.58839,0.22271000000000002,0.42791,0.83831,1.65911,3.3007100000000005,6.5839099999999995,13.15031,0.44415000000000004,0.8541500000000001,1.6741499999999998,3.31415,6.59415,13.15415,26.274150000000006
Total Electronics Program Power,1.225013410356922,2.450026820713844,4.900053641427688,9.800107282855375,19.60021456571075,39.142199298535175,78.22616876418404,2.4498352752109285,4.899670550421857,9.799341100843714,19.598682201687428,39.197364403374856,78.28133386902373,156.44927280032144,4.89896183206107,9.79792366412214,19.59584732824428,39.19169465648856,78.38338931297712,156.55132824427486,312.8872061068703,9.79792366412214,19.59584732824428,39.19169465648856,78.38338931297712,156.76677862595423,313.1026564885497,625.7744122137406,19.586870229007637,39.173740458015274,78.34748091603055,156.6949618320611,313.3899236641222,626.0616793893131,1251.405190839695,39.15129770992367,78.30259541984734,156.60519083969467,313.21038167938934,626.4207633587787,1251.7642748091603,2502.451297709924,78.30259541984734,156.60519083969467,313.21038167938934,626.4207633587787,1252.8415267175574,2503.5285496183205,5004.902595419848
Total Electronics Compute Power,209.61433463998347,370.25699608004953,691.5423189601815,1334.1129647204455,2619.254256240974,4738.21364555395,8976.132424179905,284.7296665327441,472.09541181197267,846.8269023704299,1596.2898834873445,3095.215845721173,5214.175235034151,9452.094013660106,429.38741984732826,666.1908702290076,1139.7977709923664,2087.011572519084,3981.439175572519,6100.398564885496,10338.317343511451,726.3398778625954,1067.511816793893,1749.8556946564886,3114.543450381679,5843.9189618320615,7962.878351145038,12200.797129770992,1223.5100763358782,1703.8400000000001,2664.499847328245,4585.8195419847325,8428.45893129771,10547.418320610686,14785.337099236642,2072.7483969465648,2727.0258015267177,4035.580610687023,6652.690229007634,11886.909465648856,14005.868854961831,18243.787633587788,4013.0618320610693,5189.181679389313,7541.421374045802,12245.900763358779,21654.859541984733,23773.818931297712,28011.737709923662
Total Combined Electronics Power,210.8393480503404,372.7070229007634,696.4423726016092,1343.9130720033008,2638.8544708066847,4777.3558448524855,9054.358592944089,287.17950180795503,476.9950823623945,856.6262434712736,1615.8885656890318,3134.4132101245477,5292.456568903175,9608.543286460426,434.2863816793893,675.9887938931297,1159.3936183206106,2126.2032671755724,4059.8225648854964,6256.949893129771,10651.204549618322,736.1378015267175,1087.1076641221373,1789.0473893129772,3192.9268396946563,6000.685740458016,8275.981007633589,12826.571541984733,1243.096946564886,1743.0137404580155,2742.8473282442756,4742.514503816794,8741.848854961832,11173.48,16036.742290076338,2111.8996946564885,2805.328396946565,4192.185801526718,6965.900610687024,12513.330229007635,15257.633129770991,20746.23893129771,4091.3644274809167,5345.786870229008,7854.631755725191,12872.321526717558,22907.701068702292,26277.347480916033,33016.640305343506
Total Electronics Power dBm,23.239516646356087,25.713675762212738,28.42885186378727,31.283711782637692,34.21415440137311,36.79187591231049,39.568576904964246,24.581534377659544,26.785139016525143,29.327913752440363,32.084114078154116,34.961562490080205,37.236573027872296,39.82657550976999,26.377762110011325,28.299394965470857,30.64230905543316,33.27604781162275,36.085070530907316,37.9636267707687,40.27398725114742,28.669591198277374,30.362725575349412,32.5262184456097,35.04188967558889,37.78200883096923,39.17819485342006,41.08110587834446,30.9450499969261,32.413008107368285,34.38201634674769,36.760086677458276,39.41603293342892,40.481884559640505,42.05116150161622,33.24673287397915,34.47983707885835,36.224405227327246,38.429772736625395,40.97372905825253,41.834871680615436,43.16939375292236,36.11868164855284,37.28011639993172,38.95125829069772,41.09656879097131,43.59981507204513,44.1958152403305,45.18732878403311
Total Photonic Losses and OMA,-12.84999813696578,-12.999697248808857,-13.299095472495013,-13.897891919867321,-15.095484814611943,-17.490670604101183,-22.281042183079663,-16.40999720544867,-16.559696317291746,-16.8590945409779,-17.45789098835021,-18.65548388309483,-21.05066967258407,-25.84104125156255,-20.519695385774636,-20.669394497617713,-20.968792721303867,-21.56758916867618,-22.7651820634208,-25.16036785291004,-29.95073943188852,-25.728791789786758,-25.878490901629835,-26.17788912531599,-26.7766855726883,-27.97427846743292,-30.36946425692216,-35.15983583590064,-33.136684641171186,-33.28638375301426,-33.58578197670042,-34.18457842407273,-35.382171318817356,-37.777357108306596,-42.567728687285076,-44.942170387300244,-45.09186949914332,-45.391267722829475,-45.990064170201784,-47.187657064946414,-49.58284285443565,-54.37321443341413,-65.54284192291854,-65.69254103476163,-65.99193925844779,-66.5907357058201,-67.78832860056471,-70.18351439005394,-74.97388596903241
Total Photonic Power mW,15.420192690579794,31.921971648158443,68.40053924750238,157.02513157099972,413.7694776563887,1436.504615501203,8657.134786580988,35.00174589010667,72.45854590537024,155.25994658613624,356.4257505657698,939.2005926656507,3260.670636914586,19650.521755245103,90.16947178391202,186.66351190111064,399.9716876073694,918.2033878996848,2419.5142038253553,8399.95096001779,50622.536730362015,299.20521994155064,619.3969647208127,1327.2076945038548,3046.8321616210187,8028.562940261502,27873.171759433415,167978.44033849204,1647.2459601118328,3410.0312422397046,7306.816082379489,16774.04548740648,44200.49179433715,153453.1034759325,924789.3712800897,24963.589113202946,51678.14695303773,110732.91956586814,254206.34771832253,669847.0917363308,2325542.3392016785,14014945.211537272,2866646.750706517,5934362.698155012,12715806.314159231,29191307.283226036,76920629.49315986,267049275.6499145,1609379843.9718134
Total Laser Power from Wall mW,77.10096345289897,159.60985824079222,342.0026962375119,785.1256578549985,2068.8473882819435,7182.5230775060145,43285.67393290494,175.00872945053334,362.2927295268512,776.2997329306811,1782.128752828849,4696.002963328253,16303.353184572929,98252.6087762255,450.84735891956007,933.3175595055532,1999.858438036847,4591.016939498424,12097.571019126775,41999.754800088944,253112.68365181008,1496.026099707753,3096.984823604063,6636.0384725192735,15234.160808105093,40142.81470130751,139365.85879716708,839892.2016924602,8236.229800559164,17050.156211198522,36534.08041189744,83870.2274370324,221002.45897168573,767265.5173796625,4623946.856400448,124817.94556601472,258390.73476518862,553664.5978293407,1271031.7385916125,3349235.4586816537,11627711.696008392,70074726.05768636,14333233.753532585,29671813.49077506,63579031.570796154,145956536.41613016,384603147.4657993,1335246378.2495725,8046899219.859067
Total Laser Power from Wall dBm,18.870598050245405,22.03059711872829,25.34029529905426,28.949391703066382,33.15728455445082,38.56277030057987,46.36344183619816,22.430597118728294,25.59059618721118,28.90029436753715,32.50939077154927,36.71728362293371,42.12276936906275,49.923440904681044,26.54029529905426,29.700294367537147,33.00999254786311,36.619088951875234,40.82698180325967,46.23246754938872,54.03313908500701,31.749391703066383,34.90939077154927,38.219088951875236,41.82818535588736,46.0360782072718,51.441563953400845,59.24223548901914,39.15728455445081,42.3172836229337,45.62698180325967,49.23607820727179,53.44397105865623,58.84945680478528,66.65012834040357,50.96277030057987,54.12276936906275,57.432467549388726,61.04156395340084,65.24945680478528,70.65494255091433,78.45561408653262,71.56344183619817,74.72344090468107,78.03313908500704,81.64223548901916,85.85012834040359,91.25561408653263,99.05628562215091
Total Chip Area,0.9038572,1.1216572000000002,1.5848571999999999,2.4836572,4.2812572,7.876457200000001,15.066857200000001,0.9365772,1.1607772000000003,1.6367771999999998,2.5611772000000004,4.4099772,8.1075772,15.502777200000002,1.0296172,1.2666171999999998,1.7406172,2.7162172,4.6674172,8.5698172,16.374617200000003,1.1880972,1.4506972,1.9758972,3.0538971999999998,5.2098972,9.5218972,18.1458972,1.5050572,1.8188571999999998,2.4464572,3.7292572,6.294857199999999,11.4260572,21.688457200000002,2.1389772000000002,2.5551772,3.3875772,5.0799772,8.4647772,15.234377199999999,28.7735772,3.4068172,4.0278172,5.2698172,7.7814172,12.8046172,22.8510172,42.943817200000005
Total Chip Power,287.94031150323934,532.3168811415555,1038.4450688391212,2129.038729858299,4707.701859088628,11959.8789223585,52340.03252584903,462.1882312584884,839.2878118892456,1632.9259764019548,3398.017318517881,7830.416173452801,21595.809753476104,107861.15206268593,885.1337405989493,1609.3063533986829,3159.2520563574576,6717.2202066739965,16157.393584012272,48256.704693218715,263763.8882014284,2232.1639012344704,4184.0924877262005,8425.08586183225,18427.087647799748,46143.50044176552,147641.83980480066,852718.7732344449,9479.32674712405,18793.16995165654,39276.92774014172,88612.7419408492,229744.30782664756,778438.9973796625,4639983.598690525,126929.84526067121,261196.0631621352,557856.7836308675,1277997.6392022995,3361748.7889106614,11642969.329138163,70095472.29661766,14337325.117960066,29677159.27764529,63586886.20255188,145969408.73765686,384626055.166868,1335272655.5970535,8046932236.4993725
Total Chip Power dBm,24.593024701502834,27.261702389895422,30.163835283809757,33.28183561866107,36.728089509741594,40.77726783028834,47.18833988189081,26.648188828034776,29.239109163483263,32.12966497799243,35.31225587987289,38.93784844692799,43.34369492934255,50.328650546671,29.470088960264754,32.066387258429984,34.995842768447616,38.2718958575229,42.08371304249455,46.83557661907328,54.21215336212662,33.48726080403679,36.21601275874799,39.25574335552865,42.65456701554654,46.64110536974835,51.692094484180544,59.30805824402765,39.76777493414864,42.74000041218062,45.941375097237334,49.47496175123184,53.61244760057709,58.91224584611991,66.66516445423244,51.0356375060577,54.1696662681496,57.465227185395804,61.065300515670124,65.26565257090931,70.66063753407148,78.45689966324717,71.56468133558451,74.72422327567661,78.03367558461211,81.64261848876993,85.85038700682281,91.25569955386588,99.05630344133179
Inferences Per Second,1289.4573963276252,2578.9147926552505,5157.829585310501,10315.659170621002,20631.318341242004,20631.318341242004,20631.318341242004,2511.0486139011655,5022.097227802331,10044.194455604662,20088.388911209324,40176.77782241865,40176.77782241865,40176.77782241865,4770.992366412213,9541.984732824427,19083.969465648854,38167.93893129771,76335.87786259541,76335.87786259541,76335.87786259541,9541.984732824427,19083.969465648854,38167.93893129771,76335.87786259541,152671.75572519083,152671.75572519083,152671.75572519083,15903.307888040714,31806.615776081428,63613.231552162855,127226.46310432571,254452.92620865142,254452.92620865142,254452.92620865142,23854.961832061064,47709.92366412213,95419.84732824426,190839.69465648851,381679.38931297703,381679.38931297703,381679.38931297703,47709.92366412213,95419.84732824426,190839.69465648851,381679.38931297703,763358.7786259541,763358.7786259541,763358.7786259541
Inferences Per Second Per Watt,4478.210743038384,4844.698494484635,4966.877632801939,4845.219124457907,4382.460690753271,1725.0440807283262,394.17855407431915,5432.956626922007,5983.760465313487,6151.040892702549,5911.797094657337,5130.861110374776,1860.3969140796728,372.4860809855712,5390.137272570577,5929.253129879699,6040.660613718874,5682.103274413331,4724.516826657593,1581.8709202769605,289.409889970609,4274.768858840227,4561.077347508593,4530.272991543982,4142.5904799291575,3308.6296935332666,1034.0683638665048,179.04115696443748,1677.6832693171639,1692.456134750051,1619.6081315990762,1435.7581124083933,1107.5483376095117,326.87587218160513,54.839186561017584,187.93816208529205,182.65942865496638,171.04721162875262,149.3271104754206,113.53596395186213,32.78196296178251,5.445136138006938,3.3276725798982483,3.215262162915994,3.0012429614587686,2.6147902674521983,1.9846777626512455,0.5716875691464123,0.09486332880541755
