,0,totals
Num Programming Practice,21565,21565
Num Programming Theory,21565,21565
Num Compute Cycles Practice,6728280,6728280
Num Compute Cycles Theory,6728280,6728280
SRAM Input Reads,53796600,53796600
SRAM Filter Reads,680625,680625
SRAM Output Writes,23400,23400
DRAM Input Reads,221595,221595
DRAM Filter Reads,690080,690080
DRAM Output Writes,23400,23400
Accumulator Dumps,1,1
SRAM DRAM Input  Misses (Batch),1,1
SRAM DRAM Filter Misses (Batch),21565,21565
