47.0,0.0,1.0,2.0,3.0
48.0,4.0,5.0,0.0,1.0
49.0,2.0,3.0,4.0,5.0
50.0,0.0,1.0,2.0,3.0
51.0,4.0,5.0,-1.0,-1.0
